Key,File,Type,UsedInMainMenu,NoTranslate,english,russian
perkEliteHuntDesc,progression,perk,,,[FFFF00]Levels up passively with elite zombie kills[-]\n+1 level for every 100 elite kills.\n\n[DECEA3]Current level: {cvar(passiveLvlEliteHunt:0)}[-]\n[DECEA3]Progress: {cvar(CountEliteHunt:0)} of 100 kills[-],[FFFF00]Прокачивается пассивно при убийствах элитных зомби[-]\n+1 уровень за каждые 100 убийств элит.\n\n[DECEA3]Текущий уровень: {cvar(passiveLvlEliteHunt:0)}[-]\n[DECEA3]Прогресс: {cvar(CountEliteHunt:0)} из 100 убийств[-]
EliteHunt_LevelUP,UI,Tooltip,,,Passive skill leveled up: Best of the Worst,Повышен пассивный навык: Лучшие из худших
skillBossExpertName,progression,Skills,,,[FFB800]✦ Boss Expert[-],[FFB800]✦ Эксперт по боссам[-]
perkBossDevourerName,progression,perk,,,[FFB800]✦ Devourer -[-] {cvar(passiveLvlBossDevourer:0)} lvl,[FFB800]✦ Пожиратель[-] - {cvar(passiveLvlBossDevourer:0)} лвл
perkBossDevourerDesc,progression,perk,,,[FFFF00]Levels up passively with Devourer boss kills[-]\n+1 level for every 10 kills.\n\nThis creature knows no fear and feels no pain.\n\n[DECEA3]Current level: {cvar(passiveLvlBossDevourer:0)}[-]\n[DECEA3]Progress: {cvar(CountBossDevourer:0)} of 10 kills[-],[FFFF00]Прокачивается пассивно при убийствах босса Пожиратель[-]\n+1 уровень за каждые 10 убийств.\n\nЭта тварь ничего не боится и не знает боли.\n\n[DECEA3]Текущий уровень: {cvar(passiveLvlBossDevourer:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossDevourer:0)} из 10 убийств[-]
perkBossDevourerRankLongDesc,progression,perk,,,[FF6600]Current bonuses:[-]\n[FF0000]Damage to Devourer:[-] +{cvar(pBonus_BossDevourer_DmgDisplay:0)}%\n[00FF00]Mutation harvest:[-] +{cvar(pBonus_BossDevourer_MutHDisplay:0)}%\n[FFFF00]Damage to minions:[-] +{cvar(pBonus_BossDevourer_MinionDmgDisplay:0)}%\n\n[DECEA3]Level: {cvar(passiveLvlBossDevourer:0)}[-]\n[DECEA3]Progress: {cvar(CountBossDevourer:0)} of 10 kills[-]\n\n[888888]Bonuses per level:[-]\n[FF0000]+3% Damage to Devourer[-]\n[00FF00]+6% Mutation harvest[-]\n[FFFF00]+5% Damage to minions[-],[FF6600]Текущие бонусы:[-]\n[FF0000]Урон по Пожирателю:[-] +{cvar(pBonus_BossDevourer_DmgDisplay:0)}%\n[00FF00]Добыча мутаций:[-] +{cvar(pBonus_BossDevourer_MutHDisplay:0)}%\n[FFFF00]Урон по приспешникам:[-] +{cvar(pBonus_BossDevourer_MinionDmgDisplay:0)}%\n\n[DECEA3]Уровень: {cvar(passiveLvlBossDevourer:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossDevourer:0)} из 10 убийств[-]\n\n[888888]Бонусы за уровень:[-]\n[FF0000]+3% Урон по Пожирателю[-]\n[00FF00]+6% Добыча мутаций[-]\n[FFFF00]+5% Урон по приспешникам[-]
Devourer_LevelUP,UI,Tooltip,,,Passive skill leveled up: Devourer,Повышен пассивный навык: Пожиратель
perkBossGargulName,progression,perk,,,[FFB800]✦ Gargul -[-] {cvar(passiveLvlBossGargul:0)} lvl,[FFB800]✦ Гаргул[-] - {cvar(passiveLvlBossGargul:0)} лвл
perkBossGargulDesc,progression,perk,,,[FFFF00]Levels up passively with Gargul boss kills[-]\n+1 level for every 10 kills.\n\nA flying nightmare of the wasteland that won't leave anyone in peace.\n\n[DECEA3]Current level: {cvar(passiveLvlBossGargul:0)}[-]\n[DECEA3]Progress: {cvar(CountBossGargul:0)} of 10 kills[-],[FFFF00]Прокачивается пассивно при убийствах босса Гаргул[-]\n+1 уровень за каждые 10 убийств.\n\nЛетающий кошмар пустоши никого не оставит в покое.\n\n[DECEA3]Текущий уровень: {cvar(passiveLvlBossGargul:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossGargul:0)} из 10 убийств[-]
perkBossGargulRankLongDesc,progression,perk,,,[FF6600]Current bonuses:[-]\n[FF0000]Damage to Gargul:[-] +{cvar(pBonus_BossGargul_DmgDisplay:0)}%\n[00FF00]Mutation harvest:[-] +{cvar(pBonus_BossGargul_MutHDisplay:0)}%\n[FFFF00]Damage to minions:[-] +{cvar(pBonus_BossGargul_MinionDmgDisplay:0)}%\n\n[DECEA3]Level: {cvar(passiveLvlBossGargul:0)}[-]\n[DECEA3]Progress: {cvar(CountBossGargul:0)} of 10 kills[-]\n\n[888888]Bonuses per level:[-]\n[FF0000]+3% Damage to Gargul[-]\n[00FF00]+6% Mutation harvest[-]\n[FFFF00]+5% Damage to minions[-],[FF6600]Текущие бонусы:[-]\n[FF0000]Урон по Гаргулу:[-] +{cvar(pBonus_BossGargul_DmgDisplay:0)}%\n[00FF00]Добыча мутаций:[-] +{cvar(pBonus_BossGargul_MutHDisplay:0)}%\n[FFFF00]Урон по приспешникам:[-] +{cvar(pBonus_BossGargul_MinionDmgDisplay:0)}%\n\n[DECEA3]Уровень: {cvar(passiveLvlBossGargul:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossGargul:0)} из 10 убийств[-]\n\n[888888]Бонусы за уровень:[-]\n[FF0000]+3% Урон по Гаргулу[-]\n[00FF00]+6% Добыча мутаций[-]\n[FFFF00]+5% Урон по приспешникам[-]
Gargul_LevelUP,UI,Tooltip,,,Passive skill leveled up: Gargul,Повышен пассивный навык: Гаргул
perkBossBearDaddyName,progression,perk,,,[FFB800]✦ Bear Daddy -[-] {cvar(passiveLvlBossBearDaddy:0)} lvl,[FFB800]✦ Папа медведь[-] - {cvar(passiveLvlBossBearDaddy:0)} лвл
perkBossBearDaddyDesc,progression,perk,,,[FFFF00]Levels up passively with Bear Daddy boss kills[-]\n+1 level for every 10 kills.\n\nA massive monster that nothing can stop.\n\n[DECEA3]Current level: {cvar(passiveLvlBossBearDaddy:0)}[-]\n[DECEA3]Progress: {cvar(CountBossBearDaddy:0)} of 10 kills[-],"[FFFF00]Прокачивается пассивно при убийствах босса Папа Медведь[-]\n+1 уровень за каждые 10 убийств.\n\nОгромный монстр, которого ничего не остановит.\n\n[DECEA3]Текущий уровень: {cvar(passiveLvlBossBearDaddy:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossBearDaddy:0)} из 10 убийств[-]"
perkBossBearDaddyRankLongDesc,progression,perk,,,[FF6600]Current bonuses:[-]\n[FF0000]Damage to Bear Daddy:[-] +{cvar(pBonus_BossBearDaddy_DmgDisplay:0)}%\n[00FF00]Mutation harvest:[-] +{cvar(pBonus_BossBearDaddy_MutHDisplay:0)}%\n[FFFF00]Damage to minions:[-] +{cvar(pBonus_BossBearDaddy_MinionDmgDisplay:0)}%\n\n[DECEA3]Level: {cvar(passiveLvlBossBearDaddy:0)}[-]\n[DECEA3]Progress: {cvar(CountBossBearDaddy:0)} of 10 kills[-]\n\n[888888]Bonuses per level:[-]\n[FF0000]+3% Damage to Bear Daddy[-]\n[00FF00]+6% Mutation harvest[-]\n[FFFF00]+5% Damage to minions[-],[FF6600]Текущие бонусы:[-]\n[FF0000]Урон по Папе Медведю:[-] +{cvar(pBonus_BossBearDaddy_DmgDisplay:0)}%\n[00FF00]Добыча мутаций:[-] +{cvar(pBonus_BossBearDaddy_MutHDisplay:0)}%\n[FFFF00]Урон по приспешникам:[-] +{cvar(pBonus_BossBearDaddy_MinionDmgDisplay:0)}%\n\n[DECEA3]Уровень: {cvar(passiveLvlBossBearDaddy:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossBearDaddy:0)} из 10 убийств[-]\n\n[888888]Бонусы за уровень:[-]\n[FF0000]+3% Урон по Папе Медведю[-]\n[00FF00]+6% Добыча мутаций[-]\n[FFFF00]+5% Урон по приспешникам[-]
BearDaddy_LevelUP,UI,Tooltip,,,Passive skill leveled up: Bear Daddy,Повышен пассивный навык: Папа медведь
perkBossBitchName,progression,perk,,,[FFB800]✦ Bitch -[-] {cvar(passiveLvlBossBitch:0)} lvl,[FFB800]✦ Стерва[-] - {cvar(passiveLvlBossBitch:0)} лвл
perkBossBitchDesc,progression,perk,,,[FFFF00]Levels up passively with Bitch boss kills[-]\n+1 level for every 10 kills.\n\nShe is driven only by the desire to slice everyone to pieces.\n\n[DECEA3]Current level: {cvar(passiveLvlBossBitch:0)}[-]\n[DECEA3]Progress: {cvar(CountBossBitch:0)} of 10 kills[-],[FFFF00]Прокачивается пассивно при убийствах босса Стерва[-]\n+1 уровень за каждые 10 убийств.\n\nЕю движет только желание нарезать всех на кусочки.\n\n[DECEA3]Текущий уровень: {cvar(passiveLvlBossBitch:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossBitch:0)} из 10 убийств[-]
perkBossBitchRankLongDesc,progression,perk,,,[FF6600]Current bonuses:[-]\n[FF0000]Damage to Bitch:[-] +{cvar(pBonus_BossBitch_DmgDisplay:0)}%\n[00FF00]Mutation harvest:[-] +{cvar(pBonus_BossBitch_MutHDisplay:0)}%\n\n[DECEA3]Level: {cvar(passiveLvlBossBitch:0)}[-]\n[DECEA3]Progress: {cvar(CountBossBitch:0)} of 10 kills[-]\n\n[888888]Bonuses per level:[-]\n[FF0000]+3% Damage to Bitch[-]\n[00FF00]+6% Mutation harvest[-],[FF6600]Текущие бонусы:[-]\n[FF0000]Урон по Стерве:[-] +{cvar(pBonus_BossBitch_DmgDisplay:0)}%\n[00FF00]Добыча мутаций:[-] +{cvar(pBonus_BossBitch_MutHDisplay:0)}%\n\n[DECEA3]Уровень: {cvar(passiveLvlBossBitch:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossBitch:0)} из 10 убийств[-]\n\n[888888]Бонусы за уровень:[-]\n[FF0000]+3% Урон по Стерве[-]\n[00FF00]+6% Добыча мутаций[-]
Bitch_LevelUP,UI,Tooltip,,,Passive skill leveled up: Bitch,Повышен пассивный навык: Стерва
perkBossBurningFleshName,progression,perk,,,[FFB800]✦ Ember -[-] {cvar(passiveLvlBossBurningFlesh:0)} lvl,[FFB800]✦ Огонёк[-] - {cvar(passiveLvlBossBurningFlesh:0)} лвл
perkBossBurningFleshDesc,progression,perk,,,[FFFF00]Levels up passively with Burning Flesh boss kills[-]\n+1 level for every 10 kills.\n\nThe heat of this creature scorches everything around.\n\n[DECEA3]Current level: {cvar(passiveLvlBossBurningFlesh:0)}[-]\n[DECEA3]Progress: {cvar(CountBossBurningFlesh:0)} of 10 kills[-],[FFFF00]Прокачивается пассивно при убийствах босса Горящая Плоть[-]\n+1 уровень за каждые 10 убийств.\n\nЖар этого создания обжигает всё вокруг.\n\n[DECEA3]Текущий уровень: {cvar(passiveLvlBossBurningFlesh:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossBurningFlesh:0)} из 10 убийств[-]
perkBossBurningFleshRankLongDesc,progression,perk,,,[FF6600]Current bonuses:[-]\n[FF0000]Damage to Burning Flesh:[-] +{cvar(pBonus_BossBurningFlesh_DmgDisplay:0)}%\n[00FF00]Mutation harvest:[-] +{cvar(pBonus_BossBurningFlesh_MutHDisplay:0)}%\n\n[DECEA3]Level: {cvar(passiveLvlBossBurningFlesh:0)}[-]\n[DECEA3]Progress: {cvar(CountBossBurningFlesh:0)} of 10 kills[-]\n\n[888888]Bonuses per level:[-]\n[FF0000]+3% Damage to Burning Flesh[-]\n[00FF00]+6% Mutation harvest[-],[FF6600]Текущие бонусы:[-]\n[FF0000]Урон по Горящей Плоти:[-] +{cvar(pBonus_BossBurningFlesh_DmgDisplay:0)}%\n[00FF00]Добыча мутаций:[-] +{cvar(pBonus_BossBurningFlesh_MutHDisplay:0)}%\n\n[DECEA3]Уровень: {cvar(passiveLvlBossBurningFlesh:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossBurningFlesh:0)} из 10 убийств[-]\n\n[888888]Бонусы за уровень:[-]\n[FF0000]+3% Урон по Горящей Плоти[-]\n[00FF00]+6% Добыча мутаций[-]
BurningFlesh_LevelUP,UI,Tooltip,,,Passive skill leveled up: Ember,Повышен пассивный навык: Огонёк
perkBossCholeraName,progression,perk,,,[FFB800]✦ Cholera -[-] {cvar(passiveLvlBossCholera:0)} lvl,[FFB800]✦ Холера[-] - {cvar(passiveLvlBossCholera:0)} лвл
perkBossCholeraDesc,progression,perk,,,[FFFF00]Levels up passively with Cholera boss kills[-]\n+1 level for every 10 kills.\n\nEven zombies try to stay away from this creature.\n\n[DECEA3]Current level: {cvar(passiveLvlBossCholera:0)}[-]\n[DECEA3]Progress: {cvar(CountBossCholera:0)} of 10 kills[-],[FFFF00]Прокачивается пассивно при убийствах босса Холера[-]\n+1 уровень за каждые 10 убийств.\n\nДаже зомби стараются обходить эту тварь стороной.\n\n[DECEA3]Текущий уровень: {cvar(passiveLvlBossCholera:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossCholera:0)} из 10 убийств[-]
perkBossCholeraRankLongDesc,progression,perk,,,[FF6600]Current bonuses:[-]\n[FF0000]Damage to Cholera:[-] +{cvar(pBonus_BossCholera_DmgDisplay:0)}%\n[00FF00]Mutation harvest:[-] +{cvar(pBonus_BossCholera_MutHDisplay:0)}%\n\n[DECEA3]Level: {cvar(passiveLvlBossCholera:0)}[-]\n[DECEA3]Progress: {cvar(CountBossCholera:0)} of 10 kills[-]\n\n[888888]Bonuses per level:[-]\n[FF0000]+3% Damage to Cholera[-]\n[00FF00]+6% Mutation harvest[-],[FF6600]Текущие бонусы:[-]\n[FF0000]Урон по Холере:[-] +{cvar(pBonus_BossCholera_DmgDisplay:0)}%\n[00FF00]Добыча мутаций:[-] +{cvar(pBonus_BossCholera_MutHDisplay:0)}%\n\n[DECEA3]Уровень: {cvar(passiveLvlBossCholera:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossCholera:0)} из 10 убийств[-]\n\n[888888]Бонусы за уровень:[-]\n[FF0000]+3% Урон по Холере[-]\n[00FF00]+6% Добыча мутаций[-]
Cholera_LevelUP,UI,Tooltip,,,Passive skill leveled up: Cholera,Повышен пассивный навык: Холера
perkBossBullName,progression,perk,,,[FFB800]✦ Brute -[-] {cvar(passiveLvlBossBull:0)} lvl,[FFB800]✦ Бугай[-] - {cvar(passiveLvlBossBull:0)} лвл
perkBossBullDesc,progression,perk,,,[FFFF00]Levels up passively with Bull boss kills[-]\n+1 level for every 10 kills.\n\nFacing it in enclosed spaces is a death sentence.\n\n[DECEA3]Current level: {cvar(passiveLvlBossBull:0)}[-]\n[DECEA3]Progress: {cvar(CountBossBull:0)} of 10 kills[-],[FFFF00]Прокачивается пассивно при убийствах босса Бык[-]\n+1 уровень за каждые 10 убийств.\n\nСтолкнуться с ним в замкнутом пространстве равносильно смерти.\n\n[DECEA3]Текущий уровень: {cvar(passiveLvlBossBull:0)}[-]\n[DECEA3]Прогресс: {cvar(CountBossBull:0)} из 10 убийств[-]
